nan-x-cha,nan-x-cha-Latn-puj,zh-TW,en-US,nan-x-cha_source_type,nan-x-cha_source_ref,nan-x-cha_tags,nan-x-cha_collection_id,nan-x-cha-Latn-puj_collection_id
地圖,tī-tôu,地圖,maps,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
地方,tī-hng,地方,country,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
地獄,tī-ge̍k,地獄,hell,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
地理,tī-lí,地理,geography,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
地界,tī-kài,邊界,boundary,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|場所,2034669892,1118230472
地豆,tī-tāu,花生,groundnuts,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,植物|蔬菓,2034669892,1118230472
地骹,tī-kha,基礎,foundation,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|場所,2034669892,1118230472
坐位,tsõ-ūi,坐位,reign|throne to ascend the,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
坐堂,tsõ-tn̂g,坐堂,sit,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
坐酷久了,tsõ-hoh-kú--lō,坐很久了,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
坔塗,nàm-thôu,泥巴,mud,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
坫摩,tiàm-muâ,藏進,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
垃圾,nah-sap,垃圾,dirty|filthy|rubbish,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
垃圾相,nah-sap-sièⁿ,不乾不淨,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|品評,2034669892,1118230472
垢圿,káu-koih,污垢,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,健康,2034669892,1118230472
垢穢,kãu-u̍eh,不舒服,unpleasant,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
城外,siâⁿ-guā,城外,suburbs,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
城門,siâⁿ-mn̂g,城門,gate city,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
埠頭,pou-thâu,城鎮,town,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
執意,chip-ì,執意,obstinate,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
基督,ki-tok,基督,christ,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
堂兄弟,thâng-hiaⁿ-tĩ,堂兄弟,paternal uncle's sons,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
堂姊妹,thâng-chí-mūe,堂姊妹,paternal uncle's daughters,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
堂孫婿,thâng-sun-sài,堂孫婿,niece's husband,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
堪該,kham-kai,應受,deserve|worthy,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
報仇,pò-chhiû,報仇,revenge,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
報知,pò-tsai,告知,inform|report,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|行動,2034669892,1118230472
報餉單,pò-hiàng-tuaⁿ,載貨清單,manifest,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
塗,thôu,土,"soil|earth, ground",汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,天地,2034669892,1118230472
塗油,thôu-iû,塗油,paraffin oil,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
塗炭,thôu-thuàⁿ,塗炭,coal,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
塗炭屎,thôu-thuàⁿ-sái,塗炭屎,cinder|dross of coal,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
塗粉,thôu-hún,塗粉,dust,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
塗糜,thôu-mûe,泥巴,mud,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
塗糞,tôu-pùn,垃圾,rubbish filth|refuse,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
塗頭,thôu-thâu,無根據,absurd,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
塗骹,thôu-kha,地面,floor (earth of tile.),汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|場所,2034669892,1118230472
墨斗,ba̍k-táu,烏賊,cuttlefish,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,動物|水產,2034669892,1118230472
墨水,ba̍k-tsúi,墨水,ink (foreign.),汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
墨水罐,ba̍k-tsúi-kuàn,墨水罐,inkstand,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
墨硯,ba̍k-īⁿ,墨硯,inkstone,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
壓棋,teh-kî,下棋,chess,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
壓着,teh--tie̍h,壓到,squash,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
壓重,teh-tãng,壓重,ballast,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
壯,tsàng,強壯的,strong,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|品評,2034669892,1118230472
夏至,hē-chì,夏至,solstice,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
外公,guā-kong,外公,grandfather,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
外國儂,guā-kok-nâng,外國人,foreigner,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
外媽,guā-má,外婆,grandmother,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
外孫,guā-sun,外孫,daughter's son,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
外家,guā-ke,娘家,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|稱呼,2034669892,1118230472
外甥,guā-seng,外甥,sister's son,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
外甥女,guā-seng-nńg,外甥女,sister's daughter,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
外走孫,guā-tsáu-sun,外孫女,daughter's daughter,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
夗,u̍t,睡,sleep,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
夗房,u̍t-pâng,臥室,a bed room,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|場所,2034669892,1118230472
夜旰,mê-kuà,夜間,in the night,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,時日,2034669892,1118230472
夜賊,mê-tsha̍t,夜賊,burglar,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
夠,kàu,足夠,enough|sufficient,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
夠儎,kàu-tsāi,滿載,(a ship) fully laden,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
夠水,kàu-tsúi,成熟,ripe,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
夢見,māng-kìⁿ,夢見,dream,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
夥計,húe-kì,夥計,partner,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大事,tuā-sṳ̄,大事,seriaus,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大人,tãi-jîn,大人,your excellency,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大伙,tuā-húe,大副,chief mate,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|行船,2034669892,1118230472
大儂,tuā--nâng,大人,adult,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大勞儂,tuā-lâu-nâng,大勞人,thank obliged,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大厝,tuā-tshù,大房子,coffin,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大姑,tuā-kou,大姑,paternal aunt|husband's elder sister,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大姨,tuā-î,大姨,maternal aunt,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大學,tuā-o̍h,大學,college,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大官,ta-kuaⁿ,公公,wife's fatherinlaw,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|稱呼,2034669892,1118230472
大家,ta-ke,婆婆,wife's motherinlaw,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|稱呼,2034669892,1118230472
大家,tãi-ke,大家,people all the,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大家官,ta-ke-kuaⁿ,公婆,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|稱呼,2034669892,1118230472
大後日,tuā--ãu-ji̍t,大後天,a day later than above,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,時日,2034669892,1118230472
大柴,tuā-tshâ,原木,timber,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
大桶,tuā-tháng,大桶,cask,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大水,tuā-tsúi,大水,flood,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大海,tuā-hái,大海,ocean,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大石,tuā-chie̍h,大石,rocks,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大紅,tuā-âng,大紅,crimson,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大聲,tuā-siaⁿ,大聲,aloud|loud,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大臣,tãi-chhîn,大臣,statesman,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大舅,tuā-kũ,大舅,maternal uncle,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大舌,tuā-chi̍h,結巴,stammering,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,健康,2034669892,1118230472
大菜,tuā-tshài,大菜,cabbage a large kind,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大薯,tuā-tsṳ̂,大薯,yam,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大財副,tuā-tshâi-hù,首席會計,a chief clerk,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
大銃,tuā-chhèng,大砲,cannon|gun large,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,戰爭,2034669892,1118230472
大門,tuā-mn̂g,大門,gate,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大頭腦,tuā-thâu-ló,大官員,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,政治,2034669892,1118230472
大頷奎,tuā-ãm-kui,甲狀腺腫,goitre,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,健康,2034669892,1118230472
大風,tuā-huang,大風,gale|storm,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
大黃,tuā-n̂g,大黃,rhubarb,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
天下,thiⁿ-ẽ,天下,world|the world,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
天主,thien-tsú,天主,god,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
天主教,thien-tsú-kà,天主教,christians r. catholics,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,宗教,2034669892,1118230472
天使,thiⁿ-sài,天使,angel,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
天光,thiⁿ-kng,天亮,"dawn|daybreak, dawn",汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
天堂,thiⁿ-tn̂g,天堂,heaven,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
天平,thien-phêng,天平,a small scale,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
天文,thien-bûn,天文,astronomy,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
天時,thiⁿ-sî,天氣,climate|weather,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,天地,2034669892,1118230472
天時旱,thiⁿ-sî-uãⁿ,天氣乾旱,drought,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
天狗,thien-káu,天狗,dominoes,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
天生,thien-seⁿ,天生,course,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
太子,thài-tsṳ́,太子,prince,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
太平,thài-phêng,太平,peace,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
太爺,thài-iâ,太爺,your worship,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
夫人,hu-jîn,夫人,lady wife of high mandarin,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
失信,sit-sìn,失信,breach faith,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
失約,sit-ieh,失約,covenant to break,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
失落,sit-lo̍h,失落,lose,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
夾書冊,kap-tsṳ-chheh,綁書冊,bind book,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
夾板,kap-pán,夾板,a sailing vessel,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
奇巧,khî-khá,奇巧,curiaus|remarkable|wonderful,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
奇巧物,khî-khá-mu̍eh,奇珍異寶,curiosities,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|物件,2034669892,1118230472
奇異,khî-ĩ,驚奇,surprise,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|情緒,2034669892,1118230472
奈,nãi,忍受,bear,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|行動,2034669892,1118230472
奉教,hõng-kà,奉教,christians,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
奉養,hõng-iáng,奉養,support the parents,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
奴才,nôu-tshâi,奴才,slave,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
奶母,ni-bó,奶媽,nurse,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
好了,hó--lō,好了,that will do,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
好價,hó-kè,好價錢,price rise in,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
好心,hó-sim,好心,charitable|goodhearted,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
