src,tgt
夏洛特城,Charlottetown
Charlottetown 机场,Charlottetown Airport
查塔姆,Chatham
查塔努加,Chattanooga
济洲,Cheju
切里波因特,Cherry Point
切图马尔,Chetumal
夏安人,Cheyenne
长濑,Chiang Mai
嘉义,Chiayi
芝加哥,Chicago
奇科拉约,Chiclayo
奇科,Chico
奇瓦瓦,Chihuahua
中国湖,China Lake
中诺,Chino
赤塔,Chita
重庆,Chongqing
楚里塔纳,Chulitna
丘吉尔,Churchill
辛辛那提,Cincinnati
城市机场,City Airport
号角,Clarion
克莱顿,Clayton
克莱顿湖,Clayton Lake
克林顿,Clinton
科毕嘉,Cobija
科恰班巴,Cochabamba
可可海岸,Cocoa Beach
科利马,Colima
大学城,College Station
科洛尼来,Colonia
哥伦比亚,Columbia
科尔维尔,Colville
科莫克斯,Comox
康诺特,Connaught
康涅狄格,Connecticut
康柔,Conroe
库铂港,Copper Harbour
科克,Cork
科罗,Coro
科罗娜,Corona
科特兹,Cortez
考文垂,Coventry
科文顿,Covington
科祖梅尔,Cozumel
克雷格,Craig
坎威尔,Cranwell
克罗地亚,Croatia
克罗托内,Crotone
库埃纳瓦卡,Cuernavaca
库马纳,Cumana
库里提巴,Curitiba
库斯科,Cuzco
捷克共和国,Czech Republic
岘港,Da Nang
大连,Dalian
丹伯里,Danbury
丹维尔,Danville
达文波特,Davenport
代顿,Dayton
代托纳比奇,Daytona Beach
De Kalb-Peachtree 机场,De Kalb-Peachtree Airport
迪凯特,Decatur
迪林,Deelen
得尔瑞欧,Del Rio
特拉华,Delaware
德尔塔,Delta
戴明,Deming
丹麦,Denmark
登顿,Denton
丹佛,Denver
底特律,Detroit
达兰,Dhahran
第戎,Dijon
迪林汉姆,Dillingham
狄龙,Dillon
迪亚巴克尔,Diyarbakir
多哈,Doha
多米尼克,Dominica
道森,Dothan
双鹰二代机场,Double Eagle II Airport
多佛,Dover
迪拜,Dubai
都柏林,Dublin
杜勃罗文克,Dubrovnik
迪比克,Dubuque
杜格威,Dugway
德卢斯,Duluth
敦克尔克,Dunkirk
杜兰哥,Durango
达勒姆,Durham
荷兰港,Dutch Harbour
伊戈尔,Eagle
伊戈尔兰奇,Eagle Range
奥克莱尔,Eau Claire
埃尔森特罗,El Centro
爱尔蒙第,El Monte
伊丽莎白城,Elizabeth City
埃尔克哈特,Elkhart
埃尔迈拉,Elmira
恩波里亚,Emporia
埃尔斯伦,Erzurum
尤金,Eugene
尤利卡,Eureka
埃弗雷特,Everett
埃克塞特,Exeter
费尔门特,Fairmont
法拉凡加纳,Farafangana
法戈,Fargo
法明顿,Farmington
法罗,Faro
分林,Feng Nin
凤凰国际机场,Fenghuang International Airport
费拉拉,Ferrara
费加里,Figari
费奇伯格,Fitchburg
弗林特,Flint
弗利品,Flippin
佛罗伦萨,Florence
弗利,Forli
皮尔斯堡,Fort Pierce
赖利堡,Fort Riley
法兰克福,Frankfort
福兰克林,Franklin
弗里波特,Freeport
弗里蒙特,Fremont
弗丽嘉,Frigg
弗雷堡,Fryeburg
富查伊拉,Fujairah
富士 Ab,Fuji Ab
福建,Fujian
福冈,Fukuoka
富勒敦,Fullerton
福州,Fuzhou
盖奇,Gage
加尔布雷斯湖,Galbraith Lake
加利纳,Galena
盖洛普,Gallup
甘贝尔,Gambell
冈比亚,"Gambia , The"
加里,Gary
加蒂诺,Gatineau
加济安泰普Danzig,GaziantepDanzig
乔治机场,George Airport
乔治镇,Georgetown
格鲁吉亚,Georgia
直布罗陀,Gibraltar
歧阜 Ab,Gifu Ab
吉列,Gillette
季赞,Gizan
格拉茨,Graz
希腊,Greece
格里利,Greeley
格林湾,Green Bay
格林河,Green River
格林维尔,Greenville
格林维尔-斯巴达堡,Greenville-Spartanburg
格罗宁根,Groningen
格罗顿,Groton
瓜纳雷,Guanare
广西,Guangxi
广州,Guangzhou
桂林,Guilin
贵阳,Guiyang
贵州,Guizhou
加佛港,Gulfport
盖蒙,Guymon
冰雹,Ha Noi
海口,Haikou
冰雹,Hail
海南,Hainan
哈利法克斯,Halifax
汉堡,Hamburg
汉密尔顿,Hamilton
汉普顿,Hampton
汉考克,Hancock
杭州,Hangzhou
哈尔滨,Harbin
哈林根,Harlingen
哈洛顿,Harlowton
海牙,Hat Yai
阿弗尔,Havre
夏威夷,Hawaii
霍索恩,Hawthorne
希利河,Healy River
合肥,Hefei
黑龙江,Heilongjiang
海伦娜,Helena
和田,Hetian
希柯利,Hickory
希罗,Hilo
胡志明市,Ho Chi Minh
霍巴特,Hobart
霍夫,Hof
霍夫曼,Hoffman
呼和浩特,Hohhot
霍默,Homer
香港国际机场,Hong Kong International Airport
虹桥国际机场,Hongqiao International Airport
火奴鲁鲁,Honolulu
霍普,Hope
霍巴特,Horta
侯马,Houma
黄花国际机场,Huanghua International Airport
花莲,Hulien
湖南,Hunan
匈牙利,Hungary
亨廷顿,Huntington
休伦湖,Huron
市川,Ichikawa
宜兰,Ilan
伊里亚姆纳,Iliamna
英佩瑞尔,Imperial
皇家海岸,Imperial Beach
内蒙古,Inner Mongolia
国际机场,International Airport
爱荷华州,Iowa
爱荷华城,Iowa City
伊恩山,Iron Mountain
伊萨卡岛,Ithaca
江北机场,Jiangbe Airport
吉林,Jilin
济南,Jinan
酒泉,Jiuquan
乔普林,Joplin
胡胡伊,Jujuy
朱诺,Juneau
卡拉马祖,Kalamazoo
卡姆也拉,Kamuela
卡拉奇,Karachi
卡托维兹,Katowice
肯塔基州,Kentucky
科曼,Kerman
克奇坎,Ketchikan
基辅,Kiev
基加利,Kigali
基林,Killeen
基律纳,Kiruna
克拉根福,Klagenfurt
诺克斯维尔,Knoxville
诺克斯维尔-市区,Knoxville-Downtown
高知,Kochi
关塔,Kuantan
古晋,Kuching
昆明,Kunming
科威特,Kuwait
拉巴斯,La Paz
拉普拉塔,La Plata
拉伐,La Verne
拉哥尼亚,Laconia
拉法耶特,Lafayette
拉合尔,Lahore
拉马尔,Lamar
拉奈,Lanai
兰利空军基地,Langley AFB
兰州,Lanzhou
拉腊米城,Laramie
拉脱维亚,Latvia
劳雷尔,Laurel
劳伦斯,Lawrence
劳顿,Lawton
黎巴嫩,Lebanon
拉察,Lecce
李明,Leeming
列克星敦,Lexington
辽宁,Liaoning
自由市,Libreville
利比亚,Libya
莱马,Lima
林肯,Lincoln
林茨,Linz
立陶宛,Lithuania
小石城空军基地,Little Rock AFB
利弗莫尔,Livermore
利物浦,Liverpool
利物浦湾,Liverpool Bay
洛根,Logan
洛根机场,Logan Airport
隆波克,Lompoc
长滩,Long Beach
朗维尤,Longview
Lott 国际机场,Lott International Airport
拉伯克,Lubbock
拉夫金,Lufkin
卢顿,Luton
卢森堡,Luxembourg
卢克斯特,Luxor
林奇伯格,Lynchburg
澳门,Macau
麦凯,Mackay
马科姆,Macomb
梅肯,Macon
缅因州,Maine
默克莱,Makale
马哈奇卡拉,Makhachkala
麦加,Makkah
马科库,Makokou
马夸,Makoua
马六甲,Malacca
马亚圭斯,Malargue
马姆菲,Mamfe
马南扎里,Mananjary
曼哈顿,Manhattan
马尼拉,Manila
马尼托巴,Manitoba
马尼托沃克,Manitowoc
曼凯托,Mankato
马诺诺,Manono
曼齐尼,Manzini
马拉开波-La Chinita,Maracaibo-La Chinita
马拉松,Marathon
马盖特,Margate
马里亚纳群岛,Marianna
玛丽港,Mariehamn
玛丽埃塔,Marietta
马里恩,Marion
马里恩-Wytheville,Marion-Wytheville
马鲁阿-Salak,Maroua-Salak
马凯特,Marquette
马拉喀什,Marrakech
马丁,Martin
马顿,Mattoon
马图林,Maturin
马翁,Maun
马祖,Mazu
姆巴拉,Mbala
姆布吉-马伊,Mbuji-Mayi
麦卡伦,McAllen
麦卡锡,McCarthy
麦克莱伦,McClellan
墨尔本,Melbourne
梅利拉,Melilla
梅洛,Melo
密诺米尼,Menominee
米诺卡,Menorca
丹老,Mergui
墨西卡利,Mexicali
墨西哥城,Mexico City
姆富韦,Mfuwe
迈阿密,Miami
米扬瓦利,Mianwali
密歇根州,Michigan
米凯利,Mikkeli
米尔维尔,Millville
米尔顿,Milton
密尔沃基,Milwaukee
迈诺特,Minot
迈诺特空军基地,Minot AFB
米切尔,Mitchell
米图,Mitu
宫古,Miyakojima
莫阿,Moa
莫阿比,Moab
莫比尔市中心机场,Mobile Downtown Airport
Mobile Regional 机场,Mobile Regional Airport
莫哈韦,Mojave
莫洛凯岛,Molokai
蒙克洛瓦,Monclova
蒙古顿,Moncton
蒙古,Mongolia
芒古,Mongu
门罗,Monroe
蒙大拿,Montana
蒙托克,Montauk
蒙托克机场,Montauk Airport
蒙特哥湾,Montego Bay
蒙特雷,Monterey
蒙特雷,Monterrey
蒙哥马利,Montgomery
蒙蒂塞洛,Monticello
蒙彼利埃,Montpelier
蒙特利尔,Montreal
蒙特利尔河,Montreal River
莫雷利亚,Morelia
摩根城,Morganton
摩根城,Morgantown
穆龙贝,Morombe
穆伊拉,Mouila
莫尔特里,Moultrie
芒特甘比尔,Mount Gambier
冬青山,Mount Holly
芒特弗农,Mount Vernon
曼西,Muncie
慕尼黑,Munich
穆尔西亚,Murcia
姆万扎,Mwanza
缅甸,Myanmar
纳比雷,Nabire
纳科吉阿,Nachingwea
名古屋,Nagoya
那格浦尔 Sonegaon,Nagpur Sonegaon
那霸,Naha
内罗毕,Nairobi
那空是贪吗叻,Nakhon Si Thammarat
楠勒阿,Namlea
南昌Nanzig,NanchangNanzig
南京,Nanjing
南宁,Nanning
楠塔基特,Nantucket
纳纽基,Nanyuki
纳巴,Napa
纳拉,Nara
纳尔维克,Narvik
纳塔耳,Natal
纳齐兹,Natchez
纳蒂廷古,Natitingou
尼泊尔,Nepal
內乌肯,Neuquen
新伯尔尼,New Bern
纽黑文,New Haven
新伊比利亚,New Iberia
新墨西哥州,New Mexico
新普利茅斯,New Plymouth
纽河,New River
东京新国际机场,New Tokyo International Airport
纽约,New York
纽华克,Newark
纽堡,Newburgh
纽波特,Newport
纽波特滩,Newport Beach
牛顿,Newton
尼亚加拉,Niagara
尼亚美-Aero,Niamey-Aero
尼加拉瓜Nizza,NicaraguaNizza
奈特缪特,Nightmute
新泻,Niigata
宁波,Ningbo
尼奥尔,Niort
诺母,Nome
诺福克,Norfolk
北卡罗莱纳州,North Carolina
北达科他,North Dakota
朝鲜,North Korea
北普拉特,North Platte
诺斯威,Northway
挪威,Norway
诺威奇,Norwich
努瓦克肖特,Nouakchott
新斯科舍,Nova Scotia
瑙拉,Nowra
纽伦堡,Nuremberg
涅里,Nyeri
奥黑尔机场,O 'Hare Airport
瓦胡岛,Oahu
橡树湾,Oak Harbour
瓦哈卡,Oaxaca
奥卡拉,Ocala
俄亥俄州Охрид,OhioОхрид
大分,Oita
岡山,Okayama
俄克拉荷马州,Oklahoma
俄克拉荷马城,Oklahoma City
奥拉西,Olathe
奥林匹亚,Olympia
奥马哈,Omaha
阿曼,Oman
安大略,Ontario
奥兰,Oran
奥林奇城,Orange City
俄勒冈州,Oregon
奥鲁罗,Oruro
渥太华,Ottawa
欧陆,Oulu
奥怀希,Owyhee
奥扎克,Ozark
巴勒莫,Palermo
帕默,Palmer
巴拿马城,Panama City
巴特纳,Patna
彭雁,Penn Yan
皮奥里亚,Peoria
佩里-福利,Perry-Foley
珀斯,Perth
佩鲁贾,Perugia
菲利普,Philip
凤凰城,Phoenix
凤凰城-鹿谷,Phoenix-Deer Valley
凤凰城-卢克空军基地,Phoenix-Luke AFB
皮亚琴察,Piacenza
皮埃尔,Pierre
品不拉夫,Pine Bluff
普利茅斯,Plymouth
波卡特罗,Pocatello
彭加城,Ponca City
庞塞,Ponce
庞蒂亚克,Pontiac
伊丽莎白港,Port Elizabeth
太子港,Port-Au-Prince
波特维尔,Porterville
波纳尔,Pownal
比勒陀利亚,Pretoria
普罗文斯镇,Provincetown
普罗沃,Provo
普卡尔帕,Pucallpa
柏布拉,Puebla
普韦布洛,Pueblo
巴亚尔塔港,Puerto Vallarta
普拉,Pula
普尔曼,Pullman
平壤,Pyongyang
卡塔尔,Qatar
齐齐哈尔,Qiqihar
匡恩提科,Quantico
魁北克,Quebec
魁北克城,Quebec City
克雷塔罗,Queretaro
坎佩尔,Quimper
昆西,Quincy
拉巴特-Sale,Rabat-Sale
拉夫哈,Rafha
罗利,Raleigh
兰帕特河,Rampart River
累西腓,Recife
勒佐卡拉布里亚,Reggio Calabria
里贾纳,Regina
里诺,Reno
兰顿,Renton
里韦拉尔塔,Riberalta
赖斯莱克,Rice Lake
赖夫尔Rīga,RifleRīga
里加Fiume,RigaFiume
里耶卡,Rijeka
里米尼,Rimini
里阿布朗库,Rio Branco
里奥哈,Rioja
里维拉,Rivera
里弗顿,Riverton
里雅恩,Riyan
罗阿诺克,Roanoke
罗阿坦,Roatan
罗博雷,Robore
罗克希尔,Rock Hill
落基山,Rocky Mount
罗马尼亚,Romania
罗马,Rome
罗阿讷,Ronneby
罗塔,Rota
罗托鲁阿,Rotorua
罗图马,Rotuma
萨克拉曼多,Sacramento
萨吉诺,Saginaw
圣安东尼,Saint Anthony
圣约翰,Saint John
圣休伯特,Saint-Hubert
赛伦,Salem
萨莱纳,Salina
盐湖城,Salt Lake City
盐点,Salt Point
萨尔塔,Salta
萨尔提略,Saltillo
萨尔茨堡,Salzburg
萨马拉,Samara
圣安吉罗,San Angelo
圣安东妮亚,San Antonio
圣迭哥,San Diego
圣胡安,San Juan
圣安娜,Santa Ana
圣巴巴拉,Santa Barbara
圣克鲁斯,Santa Cruz
圣达菲,Santa Fe
圣玛丽亚,Santa Maria
圣莫尼卡,Santa Monica
圣地亚哥,Santiago
三亚,Sanya
札幌 Ab,Sapporo Ab
萨拉热窝,Sarajevo
苏圣玛丽厂,Sault Ste Marie
萨凡纳,Savannah
萨凡纳 -Hunter AAF,Savannah-Hunter AAF
西雅图,Seattle
陕西,Shaanxi
上海,Shanghai
香农,Shannon
山东,Shantong
汕头,Shantou
沙迦,Sharjah
希博伊根,Sheboygan
谢尔顿,Shelton
深圳,Shenzhen
石家庄,Shijiazhuang
设拉子,Shiraz
双流国际机场,Shuangliu International Airport
四川,Sichuan
柬埔塞,Siemreap
苏城,Sioux City
努特卡,Sitka
斯加格韦,Skagway
斯洛伐克,Slovakia
斯洛文尼亚,Slovenia
士麦纳,Smyrna
索科特拉岛,Socotra
索非亚,Sofia
南卡罗莱纳州,South Carolina
南达科塔,South Dakota
韩国,South Korea
南安普敦,Southampton
斯宾塞,Spencer
斯普利特,Split
斯波坎,Spokane
斯波坎 -Parkwater,Spokane-Parkwater
斯里兰卡,Sri Lanka
圣安森,St Athan
圣保罗,St Paul
St. Lucie County 国际机场,St. Lucie County International Airport
州立学院,State College
斯托顿,Staunton
俄克拉荷马市,Stillwater
斯托克顿,Stockton
鲟鱼湾,Sturgeon Bay
斯图加特,Stuttgart
苏比克湾,Subic Bay
苏克雷,Sucre
桑特尔,Sumter
苏尼亚尼,Sunyani
苏必利尔,Superior
格兰德岛辅助航空气象预报站,Supplementary Aviation Weather Reporting Station
萨顿,Sutton
水原 Ab,Suwon Ab
瑟克特夫卡尔,Syktyvkar
叙利亚,Syria
什切青,Szczecin
松博特梅伊,Szombathely
大不里士,Tabriz
塔卡纳,Tacna
塔科马,Tacoma
大丘,Taegu
大丘 Ab,Taegu Ab
大田,Taejon
台中,Taichung
台南,Tainan
太原,Taiyuan
塔伊兹,Taiz
塔林,Tallinn
坦帕,Tampa
坦皮科,Tampico
塔纳纳,Tanana
塔兰托,Taranto
陶顿,Taunton
特古西加尔巴,Tegucigalpa
特拉维夫,Tel Aviv
坦普尔,Temple
特皮克,Tepic
特雷霍特,Terre Haute
特雷尔,Terrell
苔克斯卡那,Texarkana
格林兰 A. B.,Thule A. B.
天津,Tianjin
提华纳,Tijuana
地拉那,Tirana
东京直升机场,Tokyo Heliport
东京国际机场,Tokyo International Airport
托卢卡,Toluca
托皮卡,Topeka
多伦多,Toronto
托兰斯,Torrance
富山,Toyama
特拉布宗,Trabzon
特雷利乌,Trelew
特伦顿,Trenton
的黎波里,Tripoli
特拉基,Truckee
郁金香城,Tulip City
郁金香城机场,Tulip City Airport
图珀洛,Tupelo
土耳其,Turkey
土尔库,Turku
泰勒,Tyler
秋明,Tyumen
乌贝拉巴,Uberaba
乌法,Ufa
乌克兰,Ukraine
乌鲁阿潘,Uruapan
乌拉圭亚纳,Uruguaiana
犹他州,Utah
尤蒂卡,Utica
巴伦西亚,Valencia
凡城,Van
温哥华,Vancouver
温哥华国际机场,Vancouver International Airport
瓦尔纳,Varna
委内瑞拉,Venezuela
威尼斯,Venice
韦拉克鲁斯,Veracruz
佛蒙特州,Vermont
维罗滩,Vero Beach
维琴察,Vicenza
维希-罗拉,Vichy-Rolla
维多利亚,Victoria
维多利亚国际机场,Victoria International Airport
万象,Vientiane
越南,Viet Nam
维吉尼亚,Virginia
维吉尼亚海岸,Virginia Beach
维吉尼亚科技机场,Virginia Tech Airport
维多利亚,Vitoria
伏努科沃,Vnukovo
韦科,Waco
沃拉沃拉,Walla Walla
沃特伯里,Waterbury
滑铁卢,Waterloo
沃特敦,Watertown
沃特维尔,Waterville
惠灵顿,Wellington
韦纳奇,Wenatchee
惠灵,Wheeling
惠蒂尔,Whittier
威奇托市,Wichita
奇托 -Jabara,Wichita-Jabara
威奇托 -McConnell 空军基地,Wichita-McConnell AFB
威洛比,Willoughby
威尔明顿,Wilmington
