src,tgt
覆布化の例,Example of Clothify
ぼかし X,Blur X
ぼかし Y,Blur Y
方向,Azimuth
高度,Elevation
漫画 ...,Cartoon
漫画 フィルターの使用例,Example for the Cartoon filter
生地,effect
現状保存 ...,Save Current
適用,Apply
紙タブ,Paper tab
拡大縮小,Scale
浮き彫り,Relief
向きタブ,Orientation tab
開始角度,Start angle
流れるように,Flowing
手動設定,Manual
サイズタブ,Size tab
配置タブ,Placement tab
配置,Placement
色タブ,Color tab
カラー,Color
全般タブ,General tab
元画像を残す,Keep original
紙から,From paper
タイル化可能,Tileable
強さ指数,Strength exp .
ボロノイモード,Voronoi
タイル化可能ぼかし ...,Tileable Blur
ぼかし,Blur
タイル化可能ぼかし フィルターの使用例,Example for the Tileable filter
垂直ぼかし,Blur vertically
水平ぼかし,Blur horizontally
ぼかしタイプ,Blur type
モザイク処理 フィルターの使用例,Example for the Pixelize filter
ピクセル高,Pixel height
モーションぼかし ...,Motion Blur
モーションぼかしフィルターの起点画像,Starting example for Motion Blur filter
線形 モーションぼかし,Linear blur
拡大 モーションぼかし,Zoom blur
ぼかしタイプ,Blur Type
長さ,Length
ぼかしの中心,Blur Center
単なるぼかし,Simple blur
選択的ガウスぼかし,Selective blur
モーションぼかし,Motion blur
合成,Combine
フィルムストリップ ...,Film
フィルムストリップフィルターの適用例,Applying example for the Film filter
インデックス番号,Numbering
上に付ける,At top
下に付ける,At bottom
画像選択,Image Selection
フィルム上には,On film
画像高さ,Image height
穴の高さ,Hole height
番号の高さ,Number height
深度統合 ...,Depth Merge
深度統合フィルターの適用例,Filter example
画像源 1,Source 1
画像源 2,Source 2
深度マップ,Depth map
重なり,Overlap
スケール 1,Scale 1
スケール 2,Scale 2
画像源 1,Source image 1
画像源 2,Source image 2
深度マップ 1,Map 1
深度マップ 2,Map 2
装飾,Decor
フォント色,Fontcolor
セピア色,Sepia
明度 で してから 、 は 明るさ - = 20 、 コントラスト - = 40 とし 、 は 輝度を保持 有効で シャドウ に対し シアン + = 30 、 イエロー - = 30 で調整 。,Compare .
まだら状,Mottle
まだら状 オプションの例,Example for the Mottle option
粒状度,Granularity
画像を統合する,Flatten image
コーヒーの染み ...,Coffee Stain
コーヒーの染み フィルターの使用例,Example for the Coffee Stain filter
ステンシルクローム ...,Stencil Chrome
ステンシルクローム フィルターの使用例,Example for the Stencil Chrome filter
クローム率,Chrome factor
環境マップ,Environment map
ハイライトバランス,Highlight balance
クロームバランス,Chrome balance
クローム効果が生まれるしくみ,How to create the chrome effect
環境画像を統合,Merging the environment map
ステンシル彫刻 ...,Stencil Carve
ステンシル彫刻 フィルターの使用例,Example for the Stencil Carve filter
彫刻化する画像,Image to carve
ステンシル,Stencil
色のデルタ値,Delta value on color
バンプマップ,Bumpmap
スタイル,Style
たなびき,Trailing
両方,Both
渦の方向,Whirl angle
吸い込む量,Pinch amount
ぼかす,Smear
黒くする,Blacken
反射,Reflective
明度伝搬 ...,Value Propagate
明度伝搬フィルターの使用例,Example for the Value Propagate filter
より白く,More white
より黒く,More black
下方向のみ,To bottom only
より不透明に,More opaque
伝搬,Propagate
伝搬率,Propagating rate
左へ,To left
上へ,To top
右へ,To right
下へ,To bottom
アルファチャンネルを伝搬する,Propagating alpha channel
明度チャンネルを伝搬する,Propagating value channel
ずらし ...,Shift
ずらしフィルターの使用例,Example for the Shift filter
水平方向にずらす,Shift horizontally
垂直方向にずらす,Shift vertically
ずれの量,Shift amount
波紋 ...,Ripple
波紋,Ripple filter
波紋 フィルターの使用例,Ripple filter example
タイルメモリを保持する,Retain tileability
波の種類,Wave Type
ノコギリ歯,Sawtooth
サイン波,Sine
上側からマップ,Map from top
極座標へ,To polar
文字入り,With text
ページめくり ...,Page Curl
ページめくりフィルターの使用例,Example for the Page Curl filter
めくる位置,Curl Location
めくる向き,Curl Orientation
スポット形状,Spot function
プラグイン作者による例図,An example from plug-in author
タイル高,Tile height
色の種類,Color variation
色の平均を取る,Color averaging
中央部,Main
明るさ,Brighten
彫金 ...,Engrave
彫金 フィルターの使用例,Example for the Engrave filter
プレビュー更新,Preview once
プレビュー自動更新,Automatic Preview
回転,Rotate
カーブタイプ,Curve Type
ミラー,Mirror
入れ替え,Swap
対話的歪め ...,IWarp
対話的歪めフィルターの適用例,Applying example for the IWarp filter
広げる,Grow
すぼめる,Shrink
なぞった部分をすぼめます 。,Self explanatory .
左回りの渦巻,Swirl CCW
右回りの渦巻,Swirl CW
歪める量,Deform amount
双線型,Bilinear
最大深度,Max Depth
動画化,Animate
ソーベル ...,Sobel
ソーベルフィルターの適用例,Applying example of the Sobel filter
水平方向ソーベル,Sobel horizontally
垂直方向ソーベル,Sobel vertically
ネオン光彩フィルターの適用例,Applying example for the Neon filter
ラプラス,Laplace
ラプラスフィルターの適用例,Applying example for the Laplace filter
差分,Differential
回り込み,Wrap
正規化,Normalize
強調,Enhance
黒目効果,Black eye effect
シャープ ...,Sharpen
シャープ化フィルターの適用例,Applying example for the Sharpen filter
黒レベル,Black level
白レベル,White level
インターレース除去 ...,Deinterlace
インターレース除去フィルターの単純な適用例,Simple applying example for the Deinterlace filter
すべての画素に対し 、,"For every pixel ,"
非線形フィルター ...,NL Filter
非線形フィルター,NL filter
非線形フィルター,Nonlinear filter
非線形フィルターの使用例,Example for the NL-Filter
フィルター,Filter
フィルターと 、,The Dilate filter .
明るさの最小値,Dilate
明るさの最小値フィルターの適用例,Applying example for the Dilate filter
テキストを明るさの最小値で拡張,Dilate text
ネオン効果を明るさの最小値で拡張,Dilate neon effect
コンボリューション行列 ...,Convolution Matrix
行列,Matrix
切抜き,Crop
アルファ加重,Alpha-weighting
Xach 効果 ...,Xach-Effect
Xach 効果 フィルターの使用例,Example for the Xach-Effect filter
ハイライト色,Highlight color
ハイライト不透明度,Highlight opacity
きらめき ...,Sparkle
きらめきフィルターの適用例,Applying example for the Sparkle filter
とがりの長さ,Spike length
自然色,Natural color
角度 の例,Angle example
角度 15 度,Angle 15 °
ぼかしの例,Blur example
補間,Interpolation
超新星 ...,Supernova
超新星フィルターの適用例,Applying example for the Supernova filter
超新星の中心,Center of Nova
新規画像作成,Create new image
高品位プレビュー,High quality preview
処理能力に余裕がある高速な CPU ならこのオプションも利用してみるとよいでしょう 。,For quick CPU ...
点光源,Point
指向性光源,Directional
発色,Glowing
明るさ,Bright
輝き,Shiny
メタリック,Metallic
バンプマップ,Bump Map
バンプマップの使用,Enable bump mapping
バンプマップ画像,Bumpmap image
カーブ,Curve
最大の高さ,Maximum height
環境マップ,Environment Map
環境マップの使用,Enable environment mapping
環境画像,Environment image
タイル高,Tile length
中央,Center
回転,Rotation
輝き部分の向きを回転します 。 設定によっては二次フレアの分布も変化します 。,Turn the effect .
色相回転,Hue rotation
ベクトルの角度,Vector angle
ベクトルの長さ,Vector length
選択,Selector
輝き,Glow
フレア効果の中心,Center of Flare Effect
ワープ ...,Warp
回転角度,Rotation angle
ベクトル拡大,Vector mag
ベクトル拡大の例,Vector mag example
並べる ...,Tile
新しい大きさにならべる,Tile to New Size
反転,Flip
すべてのタイル : 言葉通りです 。,No comment .
紙タイル ...,Paper Tile
紙タイル フィルターの使用例,Papertile filter example .
移動,Movement
強制,Force
ここで選択,Select here
中央寄せ,Centering
オブジェクトにマップ ...,Map Object
プレビュー,Preview !
ワイヤフレームでプレビュー表示,Show preview wireframe
マップするオブジェクト,Map to
光源,Light
物質,Material
反射性,Reflectivity
反射,Specular
ハイライト,Highlight
直方体,Box
フィルターの呼び出し方,Activation
フラクタルトレース ...,Fractal Trace
フラクタルトレース,Fractal trace
ひねり,Pinch
回転,Whirl
加工したい画像をまず開いてください 。,Start with opening your image .
バンプマップ,bump-map
バンプマップ の使用例,bump-map example
バンプマップ,Bump map
マップの種類,Map type
球面,Spheric
反転バンプマップ,Invert bumpmap
タイルバンプマップ,Tile bumpmap
方向,Azimut
水位,Waterlevel
ごまかす ...,Slur
ごまかすフィルターの適用例,Example of applying the Slur filter
つまむ ...,Pick
つまむ フィルターの適用例,Example of applying the Pick filter
浴びせ ...,Hurl
浴びせ フィルターの使用例,Example for the Hurl filter
Spyrogimp ...,Spyrogimp
Spyrogimp フィルターの使用例,Example for the Spyrogimp filter
外枠,Outer teeth
内枠,Inner teeth
穴の変化率,Hole ratio
道具,Tool
テクスチャー,Texture
乱れ,Turbulence
回転 X,Rotate X
回転 Y,Rotate Y
回転 Z,Rotate Z
